,case,choice,cost,ivt,ovt,freq
1641,4279,0,56.6,193,135,3
1642,4279,0,155.3,46,145,16
1643,4279,1,42.37,151,0,0
1644,4283,0,31.9,40,115,4
1645,4283,0,18.36,115,100,8
1646,4283,1,21.28,78,0,0
1647,4285,0,27.9,40,105,4
1648,4285,0,18.36,115,95,8
1649,4285,1,16.72,67,0,0
1650,4286,0,29.6,75,110,4
1651,4286,0,18.36,115,105,8
1652,4286,1,11.59,54,0,0
1653,4294,0,34.6,75,95,4
1654,4294,0,18.36,115,90,8
1655,4294,1,6.65,32,0,0
1656,4322,0,60.6,193,155,3
1657,4322,0,155.3,46,120,16
1658,4322,1,65.93,267,0,0
