,choice,college,hsg2,coml5,type1,type2,type3,type4,type5,type6,fuel1,fuel2,fuel3,fuel4,fuel5,fuel6,price1,price2,price3,price4,price5,price6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,size1,size2,size3,size4,size5,size6
202,choice3,1,0,0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
203,choice1,1,0,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,4.4145957,4.4145957,3.0350346,3.0350346,3.586859,3.586859,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2
204,choice5,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
205,choice5,1,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,6.9482252,6.9482252,7.444527,7.444527,5.4593198,5.4593198,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
206,choice5,1,1,0,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.2920479,4.2920479,2.7772075,2.7772075,3.7871011,3.7871011,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
207,choice5,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
208,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3
209,choice5,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,1.8992777,1.8992777,2.3740971,2.3740971,1.4244583,1.4244583,65,65,140,140,85,85,0,0,0.6,0.6,1,1,1,1,2,2,3,3
210,choice5,1,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,4.3455777,4.3455777,3.3230888,3.3230888,3.8343333,3.8343333,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
211,choice6,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,1.8992777,1.8992777,2.1366874,2.1366874,2.3740971,2.3740971,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
212,choice1,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
213,choice3,1,0,0,sportcar,sportuv,sportcar,regcar,sportcar,truck,methanol,methanol,electric,electric,gasoline,gasoline,6.3864157,6.3864157,4.9893873,4.9893873,5.5881138,5.5881138,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,2,2
214,choice1,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
215,choice2,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.4593198,5.4593198,6.4519234,6.4519234,7.444527,7.444527,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
216,choice5,1,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,3.4741126,3.4741126,3.4741126,3.4741126,4.4667162,4.4667162,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
217,choice5,0,1,0,van,regcar,van,stwagon,van,truck,cng,cng,electric,electric,gasoline,gasoline,6.7447878,6.7447878,7.3871485,7.3871485,5.4600663,5.4600663,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
218,choice5,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
219,choice4,0,0,0,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,6.102427,6.102427,6.7447878,6.7447878,7.3871485,7.3871485,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3
220,choice1,1,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.8017382,3.8017382,2.4599482,2.4599482,3.3544749,3.3544749,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
221,choice4,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.5787111,3.5787111,4.0899555,4.0899555,2.8118444,2.8118444,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
222,choice3,1,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8627713,3.8627713,4.4145957,4.4145957,3.0350346,3.0350346,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
223,choice3,0,1,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,5.7941569,5.7941569,6.3459814,6.3459814,4.690508,4.690508,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
224,choice4,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2
225,choice6,1,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
226,choice1,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
227,choice5,0,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8541644,3.8541644,4.8177056,4.8177056,5.1388859,5.1388859,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
228,choice1,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.9556216,5.9556216,6.4519234,6.4519234,7.9408288,7.9408288,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
229,choice3,1,0,0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,65,65,140,140,85,85,0,0,0.6,0.6,1,1,2,2,3,3,3,3
230,choice5,0,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.5787111,3.5787111,3.8343333,3.8343333,2.8118444,2.8118444,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
231,choice5,0,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,4.1753448,4.1753448,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
232,choice5,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
233,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.1386835,4.1386835,4.4145957,4.4145957,3.586859,3.586859,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
234,choice3,0,0,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,3.8343333,3.8343333,2.8118444,2.8118444,3.3230888,3.3230888,65,65,140,140,85,85,0,0,0.6,0.6,1,1,2,2,3,3,3,3
235,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.8906233,2.8906233,3.2118037,3.2118037,1.9270822,1.9270822,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
236,choice1,1,0,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,3.0350346,3.0350346,3.586859,3.586859,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
237,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8343333,3.8343333,4.0899555,4.0899555,3.3230888,3.3230888,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2
238,choice3,0,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,8.4371306,8.4371306,6.4519234,6.4519234,7.444527,7.444527,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
239,choice1,0,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.2920479,4.2920479,2.7772075,2.7772075,3.2821543,3.2821543,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,2,2,3,3,1,1
240,choice5,0,1,1,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,5.9556216,5.9556216,7.444527,7.444527,7.9408288,7.9408288,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
241,choice1,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
242,choice5,0,1,0,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,10.277772,10.277772,11.241313,11.241313,8.0295093,8.0295093,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1
243,choice1,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
244,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,4.1753448,4.1753448,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3
245,choice4,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,4.2920479,4.2920479,5.3019416,5.3019416,5.8068884,5.8068884,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
246,choice5,0,1,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.6962648,4.6962648,5.1435281,5.1435281,3.8017382,3.8017382,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
247,choice1,0,1,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8541644,3.8541644,4.1753448,4.1753448,5.1388859,5.1388859,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
248,choice3,1,0,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,methanol,methanol,cng,cng,electric,electric,7.0659681,7.0659681,7.3871485,7.3871485,5.4600663,5.4600663,55,55,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,1,1
249,choice1,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,cng,cng,electric,electric,gasoline,gasoline,4.1753448,4.1753448,4.8177056,4.8177056,5.1388859,5.1388859,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,2,2,0,0
250,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
251,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.1953304,2.1953304,2.5944814,2.5944814,2.9936324,2.9936324,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
252,choice1,1,0,1,sportcar,regcar,sportcar,truck,sportcar,sportuv,methanol,methanol,cng,cng,electric,electric,6.9482252,6.9482252,7.444527,7.444527,7.9408288,7.9408288,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,1,1,2,2,0,0
253,choice5,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,8.8291915,8.8291915,9.6569282,9.6569282,6.8978058,6.8978058,65,65,110,110,140,140,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
254,choice3,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.5562222,2.5562222,1.5337333,1.5337333,1.7893555,1.7893555,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
255,choice4,1,0,0,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,2.7591223,2.7591223,1.6554734,1.6554734,1.9313856,1.9313856,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
256,choice2,0,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.4600663,5.4600663,6.102427,6.102427,7.3871485,7.3871485,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
257,choice1,1,0,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
258,choice1,1,0,0,sportuv,regcar,sportuv,truck,sportuv,sportcar,cng,cng,electric,electric,gasoline,gasoline,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,1,1,2,2
259,choice5,0,1,0,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.7893555,1.7893555,1.7893555,1.7893555,2.5562222,2.5562222,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3
260,choice2,1,0,0,sportcar,regcar,sportcar,truck,sportcar,sportuv,methanol,methanol,cng,cng,electric,electric,2.5247341,2.5247341,2.5247341,2.5247341,1.5148404,1.5148404,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,1,1,2,2
261,choice1,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
262,choice3,1,1,0,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,1.5337333,1.5337333,0.89467777,0.89467777,1.1503,1.1503,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3
263,choice1,0,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
264,choice1,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
265,choice1,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
266,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.9556216,5.9556216,6.4519234,6.4519234,7.9408288,7.9408288,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3
267,choice4,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,8.0295093,8.0295093,10.277772,10.277772,11.241313,11.241313,100,100,95,95,110,110,0,0,0.6,0.6,1,1,1,1,2,2,3,3
268,choice4,1,0,1,truck,stwagon,truck,regcar,truck,van,methanol,methanol,electric,electric,gasoline,gasoline,3.0296809,3.0296809,3.7871011,3.7871011,4.0395745,4.0395745,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
269,choice1,0,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,3,3,3,3,2,2
270,choice6,0,0,0,sportcar,truck,sportcar,sportuv,sportcar,regcar,methanol,methanol,cng,cng,gasoline,gasoline,4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,2,2
271,choice1,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,1.661868,1.661868,1.661868,1.661868,2.3740971,2.3740971,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,2,2,0,0,1,1
272,choice1,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.8343333,3.8343333,4.0899555,4.0899555,2.8118444,2.8118444,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
273,choice1,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,4.0359651,4.0359651,2.6115068,2.6115068,3.5611457,3.5611457,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3
274,choice5,1,0,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,2.8118444,2.8118444,3.3230888,3.3230888,3.8343333,3.8343333,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3
275,choice4,1,1,0,regcar,truck,regcar,van,regcar,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
276,choice1,0,0,1,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,6.0700691,6.0700691,6.3459814,6.3459814,4.690508,4.690508,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2
277,choice4,1,1,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,1.7673139,1.7673139,2.2722607,2.2722607,2.5247341,2.5247341,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
278,choice1,0,0,0,van,stwagon,van,truck,van,regcar,methanol,methanol,cng,cng,gasoline,gasoline,2.2072979,2.2072979,2.4832101,2.4832101,1.6554734,1.6554734,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3
279,choice3,0,0,1,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,3.2118037,3.2118037,3.2118037,3.2118037,1.9270822,1.9270822,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
280,choice4,1,1,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
281,choice3,1,1,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,1.3795612,1.3795612,1.3795612,1.3795612,0.96569282,0.96569282,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1
282,choice5,1,0,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,0.96354111,0.96354111,1.4453117,1.4453117,1.6059019,1.6059019,85,85,85,85,95,95,0,0,0.6,0.6,1,1,2,2,3,3,3,3
283,choice6,0,0,1,sportuv,sportcar,sportuv,regcar,sportuv,truck,methanol,methanol,electric,electric,gasoline,gasoline,3.5329841,3.5329841,2.2482626,2.2482626,2.8906233,2.8906233,65,65,140,140,85,85,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
284,choice5,0,0,1,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
285,choice3,0,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,4.690508,4.690508,5.2423324,5.2423324,5.7941569,5.7941569,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2
286,choice6,1,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,1,1,2,2,3,3
287,choice3,0,0,1,truck,regcar,truck,van,truck,stwagon,methanol,methanol,cng,cng,electric,electric,1.5337333,1.5337333,0.76686666,0.76686666,0.89467777,0.89467777,100,100,85,85,95,95,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3
288,choice5,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,5.554415,5.554415,5.8068884,5.8068884,4.7969948,4.7969948,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
289,choice1,0,0,0,truck,regcar,truck,van,truck,stwagon,cng,cng,electric,electric,gasoline,gasoline,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,95,95,110,110,140,140,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3
290,choice2,0,1,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8541644,3.8541644,4.1753448,4.1753448,5.1388859,5.1388859,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
291,choice3,0,1,0,regcar,stwagon,regcar,truck,regcar,van,methanol,methanol,electric,electric,gasoline,gasoline,8.9930504,8.9930504,11.241313,11.241313,8.0295093,8.0295093,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2
292,choice5,0,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,7.7083289,7.7083289,5.4600663,5.4600663,6.7447878,6.7447878,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3
293,choice3,1,0,1,regcar,truck,regcar,van,regcar,stwagon,methanol,methanol,cng,cng,electric,electric,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2
294,choice1,1,0,0,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.7871011,3.7871011,4.0395745,4.0395745,3.2821543,3.2821543,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,2,2,0,0,1,1
295,choice2,1,1,0,stwagon,regcar,stwagon,truck,stwagon,van,cng,cng,electric,electric,gasoline,gasoline,3.2118037,3.2118037,1.9270822,1.9270822,2.2482626,2.2482626,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2
296,choice6,1,0,1,truck,van,truck,stwagon,truck,regcar,methanol,methanol,cng,cng,gasoline,gasoline,3.5346277,3.5346277,3.7871011,3.7871011,2.7772075,2.7772075,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2
297,choice6,1,0,1,van,truck,van,regcar,van,stwagon,methanol,methanol,electric,electric,gasoline,gasoline,11.911243,11.911243,9.4297342,9.4297342,10.422338,10.422338,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3
298,choice3,1,0,1,regcar,van,regcar,stwagon,regcar,truck,methanol,methanol,cng,cng,gasoline,gasoline,3.8343333,3.8343333,4.0899555,4.0899555,3.3230888,3.3230888,85,85,140,140,95,95,0,0,0.25,0.25,1,1,2,2,3,3,3,3
299,choice1,0,1,0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2
300,choice3,0,1,0,van,regcar,van,stwagon,van,truck,methanol,methanol,cng,cng,electric,electric,3.0296809,3.0296809,3.2821543,3.2821543,3.7871011,3.7871011,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3
